loss,accuracy,val_loss,val_accuracy
1.168618083000183,0.5158783793449402,1.1352553367614746,0.5197635293006897
1.1429387331008911,0.5169763565063477,1.1344292163848877,0.5197635293006897
1.1426060199737549,0.5169763565063477,1.1343045234680176,0.5197635293006897
1.142217993736267,0.5169763565063477,1.1382237672805786,0.5197635293006897
1.1429593563079834,0.5169340968132019,1.133639931678772,0.5197635293006897
1.1421303749084473,0.5169763565063477,1.1341631412506104,0.5197635293006897
1.1419100761413574,0.5169763565063477,1.1349159479141235,0.5197635293006897
1.1419734954833984,0.5169763565063477,1.1336288452148438,0.5197635293006897
1.1422919034957886,0.5169763565063477,1.1334717273712158,0.5197635293006897
1.1420036554336548,0.5169763565063477,1.1342182159423828,0.5197635293006897
1.1414786577224731,0.5169763565063477,1.1352447271347046,0.5197635293006897
1.1418616771697998,0.5169763565063477,1.1344016790390015,0.5197635293006897
1.1415889263153076,0.5169763565063477,1.1351321935653687,0.5197635293006897
1.1442211866378784,0.5163851380348206,1.1415997743606567,0.5197635293006897
1.143478512763977,0.5169763565063477,1.1355854272842407,0.5197635293006897
1.1425131559371948,0.5169763565063477,1.1336722373962402,0.5197635293006897
1.141979694366455,0.5169763565063477,1.1360212564468384,0.5197635293006897
1.1414796113967896,0.5169763565063477,1.1375129222869873,0.5197635293006897
1.1420258283615112,0.5169763565063477,1.133765459060669,0.5197635293006897
1.1416418552398682,0.5169763565063477,1.133874773979187,0.5197635293006897
